trajID,t,x,y,z
1,1,21.1507344729056,222.80356878757,0
1,2,60.3604771715395,224.884325294555,0
1,3,87.5059578734976,223.788017638446,0
1,4,127.420979077062,200.902863446006,0
1,5,133.330994281335,155.059376752111,0
1,6,140.059734800794,119.987476905384,0
1,7,122.324101180433,72.2234365386338,0
1,8,117.329062690704,29.8799035161368,0
1,9,102.669195814182,3.00839171763624,0
2,1,219.430225659028,21.18506463559,0
2,2,217.992480931276,18.8590901438176,0
2,3,215.910228393159,51.0384056563236,0
2,4,221.716773458613,60.8158618674871,0
2,5,217.79912587558,88.8371287480633,0
2,6,213.151109724593,115.824560931637,0
2,7,217.802457013692,137.311437564005,0
2,8,219.828999902943,151.318339026793,0
2,9,217.770729585514,173.2343907185,0
2,10,222.116358708568,195.707217385693,0
2,11,204.853687361101,220.930946223348,0
2,12,199.395328848732,241.228028316728,0
2,13,184.124055765717,256.544097101846,0
2,14,159.529708322393,262.215179291093,0
2,15,140.525608333345,254.44903962882,0
2,16,114.513289920735,259.572763143197,0
2,17,89.1227003245759,254.620470986643,0
2,18,66.8146197133485,265.798646233613,0
2,19,45.121996547977,263.20543938052,0
2,20,26.5925443142844,260.793911363432,0
3,1,184.149848428971,-2.46432265958322,0
3,2,178.686157192387,34.0857556994847,0
3,3,195.937432937987,51.6514319210733,0
3,4,192.186814900644,80.6530169006453,0
3,5,208.931871986926,98.9232632850536,0
3,6,209.931109366451,128.863931218781,0
3,7,203.113958167247,137.034037875838,0
3,8,194.999030505672,159.290755927788,0
3,9,192.341029307947,184.805000722412,0
3,10,203.108531182952,198.861167003601,0
3,11,177.019101024695,211.088375854927,0
3,12,149.195237007491,200.208183297415,0
3,13,151.911017637499,164.438652105517,0
3,14,149.998837599623,154.962689027363,0
3,15,139.774031113798,123.960816426547,0
3,16,138.562091056088,107.232185268537,0
3,17,139.952654666322,83.9099475035748,0
3,18,142.896327226175,66.7816361030032,0
3,19,150.597618342332,40.5155704236925,0
3,20,145.778261886,20.0899034524633,0
3,21,140.946488710672,-2.76490850870476,0
4,1,197.439689081205,4.74245129782389,0
4,2,188.169913618066,30.5501615637995,0
4,3,197.179343481681,59.6789208497417,0
4,4,200.997963323047,88.2232136465561,0
4,5,208.045119954328,119.153771155049,0
4,6,212.597212562964,151.212384181874,0
4,7,205.077521792541,178.280405849875,0
4,8,183.681749134024,207.723721701257,0
4,9,170.318946075886,190.419347470087,0
4,10,165.227011337,175.105385040779,0
4,11,148.9942453416,133.263199566169,0
4,12,147.074051902391,109.341442088319,0
4,13,152.196560972961,76.4959050139869,0
4,14,150.488494584966,45.6832597984365,0
4,15,155.884063390317,12.3208758976859,0
4,16,135.963902940817,-11.1534732157114,0
5,1,207.625985588408,344.028528597504,0
5,2,193.676576842212,313.309091366792,0
5,3,190.25185333349,298.860821383947,0
5,4,192.090709021289,262.996179767043,0
5,5,210.324542910171,262.862886058139,0
5,6,227.296653064647,255.631317788039,0
5,7,246.042310685852,247.693759499662,0
5,8,265.045811564168,250.50043032779,0
5,9,286.971409080139,238.202337337332,0
5,10,310.011037304281,243.054863466564,0
5,11,325.802059946708,243.985430652214,0
5,12,348.610746200766,245.684037002513,0
5,13,363.741308711742,238.677516681486,0
5,14,385.586309738747,232.480271114061,0
5,15,405.953515109829,243.04463766062,0
5,16,430.301691334393,237.971686282254,0
5,17,457.721159097573,225.631280632947,0
5,18,483.180378917005,235.487821987732,0
5,19,494.045201906612,236.320895530022,0
6,1,461.764436577912,291.717342800393,0
6,2,434.459152346282,288.753697899415,0
6,3,424.535881961589,294.889318008261,0
6,4,405.405054281558,292.129619750061,0
6,5,387.471182978549,284.630892626215,0
6,6,379.909003237293,299.480868998878,0
6,7,355.130431642643,287.476801215778,0
6,8,339.718225598015,289.269585678654,0
6,9,318.455623966264,294.218096365369,0
6,10,298.727800221447,287.429815096434,0
6,11,288.239073769588,290.936018079297,0
6,12,268.667378781487,291.529973019285,0
6,13,258.487600258078,309.521315429012,0
6,14,263.171379858775,315.587127064767,0
6,15,264.099119781765,335.781501641915,0
6,16,248.197968100185,356.168738171441,0
7,1,7.50778363335927,232.341804062967,0
7,2,53.0192669806645,238.162017285673,0
7,3,91.924799567769,243.75399310001,0
7,4,143.171879178596,230.89905424628,0
7,5,172.099559167317,245.675099920714,0
7,6,219.267765626493,242.175888257439,0
7,7,252.599304274685,244.784764967594,0
7,8,296.666184454672,233.431818457187,0
7,9,337.762777766285,233.975029672373,0
7,10,374.129821338447,237.75727540637,0
7,11,413.029937435107,234.261307527341,0
7,12,444.6310682229,245.251034125604,0
7,13,509.175695489632,231.066339667128,0
8,1,10.5608306282014,197.123689448427,0
8,2,52.3479883103035,209.762139610151,0
8,3,85.7218480211589,205.344143128998,0
8,4,119.28801580941,215.369468582192,0
8,5,133.534514500259,208.969179726079,0
8,6,161.067310050606,184.578643590156,0
8,7,147.03067581048,149.229942985115,0
8,8,156.526591916889,113.151185216468,0
8,9,160.640064544182,97.726745217797,0
8,10,148.493730122681,73.8554208493556,0
8,11,154.465551292453,34.8249903540513,0
8,12,151.594216368738,-0.410685872322233,0
8,13,144.643088484453,-27.8493970258662,0
9,1,19.0660998812437,251.852126719003,0
9,2,58.9866816178481,255.079148847199,0
9,3,91.4889408253743,263.241625655935,0
9,4,133.677390289712,251.758365245742,0
9,5,169.907883362567,255.738022701276,0
9,6,217.105947725596,271.798719056048,0
9,7,225.870779669955,306.217148679362,0
9,8,234.925546222497,351.676197785902,0
9,9,220.709519149084,380.094859372839,0
10,1,239.813267915744,17.9745556562547,0
10,2,243.054296079789,51.4594988936477,0
10,3,240.582951838451,82.2223215166876,0
10,4,248.951915683521,120.953771757337,0
10,5,238.806419731503,158.891599107285,0
10,6,244.449884451698,196.687684238088,0
10,7,236.843001764622,223.259321180394,0
10,8,252.388876485782,247.166076396774,0
10,9,247.428550412446,273.35079731505,0
10,10,239.971847917834,306.178255034349,0
10,11,244.012849952624,356.726559681217,0
10,12,236.624708389359,387.570339115896,0
11,1,472.489377247675,282.075707342885,0
11,2,433.43406230039,274.575860803218,0
11,3,423.455418318076,280.679664490556,0
11,4,397.742354902141,282.843509980388,0
11,5,390.456541190486,279.500219705366,0
11,6,358.847300851657,286.912630478846,0
11,7,354.822170203808,284.559236099943,0
11,8,318.0011395444,284.713297585807,0
11,9,295.126677893115,287.931694986574,0
11,10,279.818457139657,292.396119979315,0
11,11,259.966463429259,296.922394920712,0
11,12,261.715655960388,314.905717278749,0
11,13,253.60071440261,334.466179244599,0
11,14,255.463692533535,361.867168116072,0
12,1,14.2530296930012,258.607552049564,0
12,2,37.9121316135945,256.742915000127,0
12,3,59.85314005901,266.990505557771,0
12,4,108.101563827159,262.721571199583,0
12,5,112.071083797178,259.70458954621,0
12,6,146.238520862776,262.795023511026,0
12,7,159.587504122221,272.505157971673,0
12,8,183.663746897243,267.812652377548,0
12,9,205.98254364306,262.462081834263,0
12,10,221.883125302968,296.628496353617,0
12,11,238.832557298702,320.086466906011,0
12,12,227.733408096517,343.801224271911,0
12,13,240.041279492004,365.556313440445,0
12,14,234.761906771987,386.935003830566,0
13,1,234.589156583486,11.2990464704126,0
13,2,244.299223918919,58.8453001383607,0
13,3,243.868819263542,114.016649850782,0
13,4,236.699707890507,169.373967517379,0
13,5,242.309165671677,203.019163073123,0
13,6,247.179698941278,260.928172134373,0
13,7,247.141037847622,309.536860339034,0
13,8,229.719071964147,365.858016204588,0
14,1,180.241845744207,339.002099725984,0
14,2,180.320918506893,310.298933419826,0
14,3,186.847154263678,277.790822559249,0
14,4,169.625410813539,259.188672206389,0
14,5,180.007176836685,238.893600502299,0
14,6,167.29170985296,201.734997190476,0
14,7,156.392517493537,182.322677048161,0
14,8,166.023383850692,159.460402992116,0
14,9,144.254754527046,120.522682971253,0
14,10,145.866861052998,89.9624788186659,0
14,11,146.261214513349,73.2389294044733,0
14,12,149.117162747937,46.9312734470248,0
14,13,152.397501570562,20.0147802712881,0
14,14,149.525196584005,-1.49484025343799,0
14,15,144.756804387906,-35.0360190898813,0
15,1,197.472539566969,329.536542669311,0
15,2,194.635988482791,292.988489491614,0
15,3,195.132626561964,245.979080628287,0
15,4,230.72212388175,237.468245392933,0
15,5,279.665499219261,222.160887721339,0
15,6,315.040862429563,231.415746587158,0
15,7,366.36089691446,236.746297913829,0
15,8,412.483241160369,229.160856179526,0
15,9,436.314591244997,235.175622246747,0
15,10,490.581406921023,235.39180330856,0
16,1,453.65110333537,254.091716586123,0
16,2,405.265840697416,252.446281480379,0
16,3,365.352556103015,265.448465564586,0
16,4,329.205801701719,251.899498814334,0
16,5,293.979433495268,250.859370441974,0
16,6,258.49698978099,262.544855457452,0
16,7,213.62536576384,246.404925788812,0
16,8,182.323534066508,240.743301720058,0
16,9,164.944990642281,203.415979098459,0
16,10,158.916786354433,164.672933533765,0
16,11,153.250794586035,120.759930008398,0
16,12,140.287469479355,88.2773184834041,0
16,13,142.169608971428,50.7179504693084,0
16,14,145.182506987089,9.31714982781131,0
17,1,204.064182619807,14.454226683793,0
